afghanistan,albania,algeria,angola,argentina,armenia,australia,austria,azerbaijan,bahamas,bangladesh,belarus,belgium,belize,benin,bhutan,bolivia (plurinational state of),bosnia and herzegovina,botswana,brazil,brunei darussalam,bulgaria,burkina faso,burundi,cambodia,cameroon,canada,central african republic,chad,chile,china,colombia,congo republic,dr congo,costa rica,côte d'ivoire,croatia,cuba,cyprus,czech republic,denmark,djibouti,dominican republic,ecuador,egypt,el salvador,equatorial guinea,eritrea,estonia,ethiopia,falklands,fiji,finland,france,french guiana,french southern territories,gabon,gambia,georgia,germany,ghana,greece,greenland,guatemala,guinea,guinea-bissau,guyana,haiti,honduras,hungary,iceland,india,indonesia,iran,iraq,ireland,israel,italy,jamaica,japan,jordan,kazakhstan,kenya,north korea,south korea,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,lithuania,luxembourg,macedonia,madagascar,malawi,malaysia,mali,mauritania,mexico,moldova,mongolia,montenegro,morocco,mozambique,myanmar,namibia,nepal,netherlands,new caledonia,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palestine,panama,papua new guinea,paraguay,peru,philippines,poland,portugal,puerto rico,qatar,kosovo,romania,russia,rwanda,saudi arabia,senegal,serbia,sierra leone,slovakia,slovenia,solomon islands,somalia,south africa,south sudan,spain,sri lanka,sudan,suriname,svalbard and jan mayen,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,timor-leste,togo,trinidad and tobago,tunisia,turkey,turkmenistan,uganda,ukraine,uae,uk,usa,uruguay,uzbekistan,vanuatu,venezuela,vietnam,western sahara,yemen,zambia,zimbabwe,singapore,hong kong,diamond princess,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,date
2/24/20,3/9/20,2/25/20,3/20/20,3/3/20,3/1/20,1/26/20,2/25/20,3/1/20,3/25/20,3/8/20,2/28/20,2/4/20,3/25/20,3/16/20,3/6/20,3/25/20,3/5/20,3/25/20,2/26/20,3/25/20,3/8/20,3/10/20,3/25/20,1/27/20,3/6/20,1/26/20,3/15/20,3/19/20,3/3/20,1/22/20,3/6/20,3/25/20,3/25/20,3/6/20,3/25/20,2/25/20,3/12/20,3/9/20,3/1/20,2/27/20,3/18/20,3/1/20,3/1/20,2/14/20,3/19/20,3/15/20,3/21/20,2/27/20,3/13/20,3/25/20,3/19/20,1/29/20,1/24/20,3/23/20,3/25/20,3/14/20,3/25/20,2/26/20,1/27/20,3/14/20,2/26/20,3/25/20,3/14/20,3/13/20,3/25/20,3/12/20,3/20/20,3/11/20,3/4/20,2/28/20,1/30/20,3/2/20,2/19/20,2/24/20,2/29/20,2/21/20,1/31/20,3/11/20,1/22/20,3/3/20,3/13/20,3/13/20,3/25/20,3/25/20,2/24/20,3/18/20,3/25/20,3/2/20,2/21/20,3/25/20,3/16/20,3/25/20,2/28/20,2/29/20,3/25/20,3/20/20,3/25/20,1/25/20,3/25/20,3/14/20,2/28/20,3/25/20,3/10/20,3/17/20,3/2/20,3/22/20,3/25/20,3/14/20,1/25/20,2/27/20,3/25/20,2/28/20,3/19/20,3/20/20,2/28/20,2/26/20,2/24/20,2/26/20,3/25/20,3/10/20,3/20/20,3/8/20,3/6/20,1/30/20,3/4/20,3/2/20,3/25/20,2/29/20,3/25/20,2/26/20,1/31/20,3/14/20,3/2/20,3/2/20,3/6/20,3/25/20,3/6/20,3/5/20,3/25/20,3/16/20,3/5/20,3/25/20,2/1/20,1/27/20,3/13/20,3/14/20,3/25/20,3/25/20,1/31/20,2/25/20,3/25/20,3/25/20,3/25/20,3/25/20,1/22/20,3/22/20,3/6/20,3/14/20,3/4/20,3/11/20,3/25/20,3/21/20,3/3/20,1/29/20,1/31/20,1/22/20,3/14/20,3/15/20,3/25/20,3/25/20,1/23/20,3/25/20,3/25/20,3/18/20,3/20/20,1/23/20,3/25/20,2/7/20,3/25/20,3/25/20,3/25/20,3/25/20,3/25/20,12/12/40
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,9802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,4,2,7,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,1/31/20
0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,11891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,4,2,8,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,2/1/20
0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,16630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,2,8,0,0,0,0,6,0,0,0,0,18,0,0,0,0,0,0,0,2/2/20
0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,19716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,2,11,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,2/3/20
0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,23707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,2,11,0,0,0,0,8,0,0,0,0,24,0,0,0,0,0,0,0,2/4/20
0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,27440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,2,11,0,0,0,0,8,0,0,0,0,28,0,0,0,0,0,0,0,2/5/20
0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,30587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,2,11,0,0,0,0,10,0,0,0,0,28,0,0,0,0,0,0,0,2/6/20
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,34110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,3,11,0,0,0,0,10,0,0,0,0,30,0,61,0,0,0,0,0,2/7/20
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,36814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,13,0,0,0,0,33,0,61,0,0,0,0,0,2/8/20
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,39829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,13,0,0,0,0,40,0,64,0,0,0,0,0,2/9/20
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,42354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,8,8,11,0,0,0,0,14,0,0,0,0,45,0,135,0,0,0,0,0,2/10/20
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,44386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,8,8,12,0,0,0,0,15,0,0,0,0,47,0,135,0,0,0,0,0,2/11/20
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,44759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,8,9,12,0,0,0,0,15,0,0,0,0,50,0,175,0,0,0,0,0,2/12/20
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,59895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,8,9,13,0,0,0,0,16,0,0,0,0,58,0,175,0,0,0,0,0,2/13/20
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,66358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,8,9,13,0,0,0,0,16,0,0,0,0,67,0,218,0,0,0,0,0,2/14/20
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,68413,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,8,9,13,0,0,0,0,16,0,0,0,0,72,0,285,0,0,0,0,0,2/15/20
0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,70513,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,9,9,13,0,0,0,0,16,0,0,0,0,75,0,355,0,0,0,0,0,2/16/20
